ID_Cliente;Segmento;Regiao;Pais;ID_Produto;Categoria;Quantidade_Produtos;Valor_Venda
MR-17545;Home Office;Ile-de-France;France;OFF-LA-10004753;Suprimentos;9;56,43
AB-10165;Consumidor;North Rhine-Westphalia;Germany;OFF-BI-10001119;Suprimentos;4;23,64
FO-14305;Consumidor;Provence-Alpes-Côte d'Azur;France;OFF-BI-10003642;Suprimentos;5;65,1
AR-10570;Consumidor;Yangon;Myanmar (Burma);FUR-FU-10004074;Moveis;7;127,6989
DO-13645;Consumidor;Kalimantan Selatan;Indonesia;OFF-SU-10002732;Suprimentos;3;60,102
MK-18160;Consumidor;Florida;United States;TEC-AC-10002600;Tecnologia;5;247,8
MC-17590;Corporativo;California;United States;OFF-ST-10002289;Suprimentos;2;63,56
BB-11545;Corporativo;Illinois;United States;TEC-AC-10003280;Tecnologia;4;95,968
DP-13000;Consumidor;Texas;United States;OFF-PA-10000806;Suprimentos;2;89,568
SH-19975;Corporativo;Washington;United States;TEC-AC-10002567;Tecnologia;2;159,98
KL-6555;Corporativo;Al Bahr Al Ahmar;Egypt;OFF-HAR-10000495;Suprimentos;4;37,44
MK-8160;Consumidor;Markazi;Iran;OFF-IBI-10004074;Suprimentos;1;29,91
GT-4710;Consumidor;Kano;Nigeria;OFF-HOO-10000318;Suprimentos;1;92,817
LB-6735;Consumidor;Silesia;Poland;OFF-STA-10003756;Suprimentos;1;44,43
PF-9225;Consumidor;Oyo;Nigeria;TEC-OKI-10002547;Tecnologia;2;52,182
SB-10185;Consumidor;Grand Casablanca;Morocco;OFF-ROG-10002818;Suprimentos;2;124,32
LH-7020;Consumidor;Maritime;Togo;OFF-SAN-10002484;Suprimentos;1;50,52
BS-11365;Corporativo;San Salvador;El Salvador;OFF-FA-10002085;Suprimentos;9;97,74
TS-21370;Corporativo;Lima (city);Peru;OFF-PA-10002488;Suprimentos;5;43,56
JS-15685;Corporativo;Cortés;Honduras;TEC-PH-10001587;Tecnologia;3;91,332
CA-11965;Corporativo;Minas Gerais;Brazil;FUR-CH-10001675;Moveis;3;75,36
LH-16900;Consumidor;Tabasco;Mexico;OFF-BI-10001304;Suprimentos;3;58,32
JK-15730;Consumidor;Lazio;Italy;OFF-BI-10003114;Suprimentos;8;55,92
MC-18100;Consumidor;Vienna;Austria;FUR-CH-10001278;Moveis;2;114,78
MO-17500;Consumidor;North Rhine-Westphalia;Germany;OFF-BI-10003702;Suprimentos;5;63,45
DB-13405;Consumidor;England;United Kingdom;FUR-FU-10000267;Moveis;2;67,788
JH-15820;Consumidor;Emilia-Romagna;Italy;TEC-PH-10000070;Tecnologia;3;131,598
EG-13900;Consumidor;Victoria;Australia;OFF-SU-10003897;Suprimentos;7;93,744
HG-14845;Consumidor;New South Wales;Australia;OFF-EN-10000328;Suprimentos;4;71,928
KN-16450;Corporativo;Western Australia;Australia;TEC-AC-10003889;Tecnologia;3;109,35
RB-19360;Consumidor;New South Wales;Australia;OFF-PA-10000579;Suprimentos;2;47,25
RS-19420;Corporativo;Queensland;Australia;OFF-EN-10003729;Suprimentos;2;30,348
RF-19735;Consumidor;Michigan;United States;OFF-AR-10003478;Suprimentos;7;56,98
AB-10150;Consumidor;New York;United States;TEC-AC-10000171;Tecnologia;4;91,96
JH-15820;Consumidor;Ohio;United States;TEC-AC-10000927;Tecnologia;3;71,976
ML-17410;Consumidor;Pennsylvania;United States;OFF-PA-10000157;Suprimentos;3;47,952
EH-13765;Corporativo;Washington;United States;OFF-EN-10004773;Suprimentos;2;61,96
NP-18685;Home Office;Washington;United States;OFF-BI-10004224;Suprimentos;2;107,648
DB-12970;Corporativo;Texas;United States;FUR-BO-10004467;Moveis;1;67,9932
EH-13945;Consumidor;California;United States;TEC-AC-10002331;Tecnologia;7;68,46
SS-20140;Corporativo;Georgia;United States;TEC-PH-10001552;Tecnologia;8;95,68
BP-11290;Consumidor;Ohio;United States;OFF-PA-10002222;Suprimentos;5;91,36
TB-11400;Consumidor;Prague;Czech Republic;FUR-DAN-10004745;Moveis;1;122,07
DV-3045;Corporativo;Primorsko-Goranska;Croatia;OFF-ELD-10001037;Suprimentos;2;94,08
DN-3690;Consumidor;Eskisehir;Turkey;OFF-BRE-10000448;Suprimentos;2;50,088
DA-13450;Home Office;Quintana Roo;Mexico;TEC-PH-10004287;Tecnologia;3;182,58
TC-20980;Corporativo;Francisco Morazán;Honduras;OFF-AP-10000528;Suprimentos;2;71,736
CR-12820;Home Office;São Paulo;Brazil;OFF-BI-10003883;Suprimentos;3;30,3
CM-11830;Corporativo;Languedoc-Roussillon;France;OFF-FA-10002071;Suprimentos;3;33,39
JP-15520;Consumidor;North Rhine-Westphalia;Germany;OFF-BI-10004924;Suprimentos;3;86,4
MG-17695;Consumidor;Piedmont;Italy;OFF-BI-10000042;Suprimentos;4;29,04
AW-10840;Consumidor;Rajasthan;India;OFF-AR-10002109;Suprimentos;2;95,16
TG-21310;Consumidor;South Australia;Australia;OFF-FA-10000974;Suprimentos;3;37,827
HA-14920;Consumidor;Queensland;Australia;TEC-AC-10001639;Tecnologia;3;107,325
SC-20440;Corporativo;Shandong;China;FUR-CH-10003419;Moveis;1;78,99
LS-16975;Home Office;California;United States;FUR-CH-10001146;Moveis;2;81,424
CA-12310;Corporativo;Ohio;United States;OFF-EN-10004386;Suprimentos;3;57,576
SC-20440;Corporativo;Colorado;United States;OFF-ST-10002974;Suprimentos;4;139,424
HK-14890;Corporativo;California;United States;OFF-BI-10002735;Suprimentos;2;54,896
CL-12565;Consumidor;Washington;United States;FUR-CH-10001797;Moveis;4;123,136
TB-21055;Consumidor;Massachusetts;United States;OFF-PA-10002666;Suprimentos;9;81,54
LS-16975;Home Office;Illinois;United States;OFF-LA-10003510;Suprimentos;1;24,424
MW-8220;Consumidor;Makkah;Saudi Arabia;OFF-WIL-10003532;Suprimentos;1;48,96
ME-8010;Corporativo;Bandundu;Democratic Republic of the Congo;OFF-ELD-10003918;Suprimentos;10;160,5
HG-14965;Corporativo;Quezaltenango;Guatemala;OFF-SU-10000573;Suprimentos;9;100,26
AS-10240;Consumidor;Coahuila;Mexico;OFF-PA-10002363;Suprimentos;8;109,28
DK-12895;Consumidor;San Luis Potosí;Mexico;OFF-SU-10004119;Suprimentos;3;87,96
JE-15475;Consumidor;Scotland;United Kingdom;FUR-FU-10004152;Moveis;3;119,133
HF-14995;Consumidor;North Rhine-Westphalia;Germany;OFF-EN-10003444;Suprimentos;3;36,18
NC-18625;Corporativo;North Rhine-Westphalia;Germany;FUR-FU-10002557;Moveis;3;66,51
HD-14785;Home Office;Andalusía;Spain;OFF-AR-10004881;Suprimentos;2;88,86
GH-14425;Consumidor;Oslo;Norway;OFF-AR-10000409;Suprimentos;2;101,58
AH-10585;Consumidor;Brandenburg;Germany;OFF-BI-10004220;Suprimentos;3;87,48
TZ-21445;Corporativo;England;United Kingdom;OFF-ST-10003764;Suprimentos;4;67,92
DJ-13420;Corporativo;Baden-Württemberg;Germany;OFF-AR-10000266;Suprimentos;2;55,38
JL-15505;Consumidor;Hunan;China;OFF-PA-10000127;Suprimentos;3;54,36
AO-10810;Corporativo;Gyeonggi;South Korea;TEC-AC-10003750;Tecnologia;4;200,16
RP-19390;Consumidor;Australian Capital Territory;Australia;OFF-SU-10001066;Suprimentos;2;72,54
BD-11320;Consumidor;Rhode Island;United States;OFF-BI-10004364;Suprimentos;5;29,7
TP-21415;Consumidor;Texas;United States;TEC-AC-10002402;Tecnologia;2;127,984
CC-12100;Home Office;California;United States;FUR-FU-10004090;Moveis;2;44,46
RB-9435;Consumidor;Sumy;Ukraine;OFF-BIC-10001510;Suprimentos;2;58,56
TD-10995;Consumidor;Izmir;Turkey;TEC-BRO-10000773;Tecnologia;2;112,872
GM-4695;Corporativo;Iasi;Romania;OFF-ADV-10001451;Suprimentos;1;16,74
RW-19630;Corporativo;Distrito Federal;Mexico;OFF-FA-10001435;Suprimentos;3;33,42
KB-16600;Corporativo;Zacatecas;Mexico;OFF-EN-10002490;Suprimentos;3;48,06
PO-19195;Home Office;Miranda;Venezuela;OFF-AR-10002975;Suprimentos;4;73,104
MS-17980;Corporativo;Lower Saxony;Germany;TEC-AC-10000815;Tecnologia;3;117,99
AS-10045;Corporativo;Liguria;Italy;OFF-BI-10003277;Suprimentos;2;30,3
FH-14350;Consumidor;North Rhine-Westphalia;Germany;OFF-LA-10002974;Suprimentos;2;18,24
TT-21460;Home Office;Limburg;Belgium;OFF-ST-10003931;Suprimentos;1;47,55
JO-15550;Home Office;England;United Kingdom;OFF-ST-10001460;Suprimentos;1;48,96
AG-10900;Consumidor;Maharashtra;India;OFF-PA-10004335;Suprimentos;2;59,34
RB-19330;Consumidor;Jilin;China;OFF-BI-10000590;Suprimentos;1;48,42
SS-20590;Consumidor;Western Australia;Australia;OFF-PA-10001968;Suprimentos;2;55,242
LS-16975;Home Office;Texas;United States;TEC-PH-10004908;Tecnologia;1;67,992
MP-17470;Home Office;Ohio;United States;FUR-FU-10002268;Moveis;14;54,992
MY-17380;Corporativo;Tennessee;United States;OFF-EN-10003448;Suprimentos;7;64,848
LP-17095;Consumidor;Ohio;United States;FUR-FU-10004845;Moveis;2;82,64
JK-6120;Home Office;Quebec;Canada;TEC-APP-10002829;Tecnologia;1;168,18
SC-10050;Home Office;Cidade De Maputo;Mozambique;FUR-HAR-10003124;Moveis;1;72
JE-5715;Consumidor;Dakar;Senegal;FUR-RUB-10002817;Moveis;2;81,66
EM-4140;Home Office;Nairobi;Kenya;OFF-ROG-10001101;Suprimentos;1;61,2
DM-3345;Corporativo;Enugu;Nigeria;OFF-ELD-10001037;Suprimentos;10;141,12
CR-2580;Home Office;Al Iskandariyah;Egypt;OFF-ACM-10002131;Suprimentos;4;73,32
MZ-7515;Corporativo;Northern;Sierra Leone;TEC-PAN-10000878;Tecnologia;1;84,84
TA-11385;Home Office;Bishkek;Kyrgyzstan;FUR-BUS-10003055;Moveis;4;499,44
BG-11695;Corporativo;Federal District;Brazil;OFF-AR-10000347;Suprimentos;4;29,6
RA-19945;Consumidor;Santo Domingo;Dominican Republic;FUR-CH-10003423;Moveis;2;142,592
PH-18790;Home Office;Masaya;Nicaragua;OFF-BI-10001324;Suprimentos;3;60,24
JM-15655;Corporativo;Hamburg;Germany;OFF-EN-10003080;Suprimentos;9;206,01
DL-13495;Corporativo;Madrid;Spain;OFF-SU-10001808;Suprimentos;2;94,02
LB-16735;Consumidor;England;United Kingdom;TEC-PH-10002565;Tecnologia;1;166,89
CD-11920;Consumidor;Ile-de-France;France;OFF-ST-10004046;Suprimentos;4;70,956
SD-20485;Home Office;South Australia;Australia;FUR-BO-10001147;Moveis;1;153,657
BP-11050;Corporativo;Henan;China;TEC-PH-10003556;Tecnologia;1;123,33
ME-17725;Consumidor;Queensland;Australia;OFF-AR-10001134;Suprimentos;3;39,123
AF-10870;Consumidor;Uttar Pradesh;India;FUR-BO-10001598;Moveis;1;125,34
RF-19735;Consumidor;New South Wales;Australia;TEC-CO-10001352;Tecnologia;1;115,506
NP-18325;Consumidor;California;United States;TEC-PH-10000576;Tecnologia;2;219,184
AA-10480;Consumidor;Missouri;United States;OFF-PA-10001934;Suprimentos;8;51,84
CR-2625;Home Office;Grand Casablanca;Morocco;OFF-STA-10000244;Suprimentos;2;91,38
AG-525;Corporativo;Kano;Nigeria;FUR-ELD-10003802;Moveis;2;30,132
RB-9645;Corporativo;Bursa;Turkey;OFF-SME-10000538;Suprimentos;2;103,104
CM-2160;Consumidor;Gauteng;South Africa;OFF-ROG-10001372;Suprimentos;1;61,68
JR-6210;Corporativo;Kigali;Rwanda;TEC-SAM-10000345;Tecnologia;1;166,83
JG-15805;Corporativo;Distrito Federal;Mexico;OFF-PA-10002382;Suprimentos;2;37,32
MO-17500;Consumidor;Lambayeque;Peru;OFF-PA-10001516;Suprimentos;3;31,536
HP-14815;Home Office;Pinar del Río;Cuba;OFF-FA-10004410;Suprimentos;7;49,14
SG-20470;Consumidor;Managua;Nicaragua;FUR-FU-10004790;Moveis;2;68,8
SJ-20125;Home Office;San Salvador;El Salvador;OFF-AR-10002677;Suprimentos;2;39,04
BC-11125;Home Office;Mendoza;Argentina;FUR-FU-10004338;Moveis;10;75,72
TT-21070;Consumidor;Nord-Pas-de-Calais;France;OFF-BI-10000289;Suprimentos;5;57,75
BC-11125;Home Office;England;United Kingdom;OFF-FA-10003462;Suprimentos;4;42,36
BN-11515;Consumidor;England;United Kingdom;OFF-EN-10001993;Suprimentos;3;82,17
NC-18340;Consumidor;Punjab;Pakistan;OFF-BI-10001200;Suprimentos;5;36
KH-16510;Consumidor;California;United States;FUR-CH-10003956;Moveis;2;113,568
MH-18115;Home Office;Michigan;United States;OFF-BI-10001196;Suprimentos;4;89,52
TS-21205;Corporativo;Tennessee;United States;OFF-ST-10001490;Suprimentos;1;142,776
DB-2910;Home Office;Nord-Ouest;Cameroon;OFF-KLE-10002869;Suprimentos;2;52,92
SB-10290;Corporativo;Adana;Turkey;FUR-HAR-10001089;Moveis;2;115,728
DR-2880;Corporativo;Al Gharbiyah;Egypt;OFF-ELD-10002578;Suprimentos;8;82,32
AS-240;Consumidor;Plovdiv;Bulgaria;OFF-EAT-10001933;Suprimentos;1;45,09
EJ-3720;Consumidor;Lagos;Nigeria;OFF-BIN-10003023;Suprimentos;4;57,096
BM-1650;Corporativo;Ziguinchor;Senegal;OFF-ADV-10002299;Suprimentos;2;32,04
AY-555;Corporativo;Lagos;Nigeria;TEC-SHA-10000052;Tecnologia;1;72,252
GK-14620;Corporativo;Lima (city);Peru;OFF-BI-10003934;Suprimentos;6;121,32
CM-12445;Consumidor;Chihuahua;Mexico;OFF-EN-10003850;Suprimentos;9;73,8
TP-21565;Corporativo;Matanzas;Cuba;OFF-SU-10003991;Suprimentos;2;62,72
DF-13135;Consumidor;Michoacán;Mexico;OFF-AR-10001991;Suprimentos;2;29,96
GM-14680;Consumidor;Provence-Alpes-Côte d'Azur;France;OFF-ST-10001050;Suprimentos;3;130,734
GB-14575;Consumidor;Hamburg;Germany;OFF-SU-10003211;Suprimentos;6;96,66
RS-19420;Corporativo;New South Wales;Australia;OFF-FA-10000899;Suprimentos;4;65,772
BT-1395;Corporativo;Harare;Zimbabwe;OFF-GLO-10003463;Suprimentos;6;42,822
AM-360;Corporativo;Ulaanbaatar;Mongolia;OFF-HAR-10001262;Suprimentos;2;21,48
NC-8415;Consumidor;L'viv;Ukraine;OFF-FEL-10002837;Suprimentos;1;26,43
JK-5730;Consumidor;Nairobi;Kenya;OFF-AVE-10004148;Suprimentos;4;53,16
DD-3570;Consumidor;Estuaire;Gabon;OFF-WIL-10003308;Suprimentos;2;23,1
MG-7695;Consumidor;Makkah;Saudi Arabia;TEC-MOT-10002260;Tecnologia;1;74,61
JK-15625;Consumidor;Nuevo León;Mexico;OFF-EN-10004580;Suprimentos;3;101,94
OT-18730;Consumidor;Santo Domingo;Dominican Republic;TEC-CO-10002759;Tecnologia;1;129,45156
TH-21100;Consumidor;Chihuahua;Mexico;OFF-AR-10000347;Suprimentos;5;37
JM-15580;Consumidor;Risaralda;Colombia;OFF-BI-10000814;Suprimentos;2;17,84
PO-18850;Consumidor;Mato Grosso;Brazil;FUR-TA-10003539;Moveis;1;142,688
CA-12055;Home Office;Ile-de-France;France;OFF-ST-10002659;Suprimentos;3;129,6
PF-19225;Consumidor;Zürich;Switzerland;OFF-SU-10004888;Suprimentos;1;47,49
CB-12025;Consumidor;Languedoc-Roussillon;France;OFF-EN-10004904;Suprimentos;6;162
TN-21040;Home Office;England;United Kingdom;OFF-AR-10001759;Suprimentos;2;93,48
LF-17185;Consumidor;Dublin;Ireland;OFF-AP-10003318;Suprimentos;1;44,835
SC-20440;Corporativo;New South Wales;Australia;OFF-SU-10001382;Suprimentos;2;74,304
AM-10360;Corporativo;Sabah;Malaysia;OFF-FA-10004027;Suprimentos;3;34,02
CC-12550;Consumidor;New South Wales;Australia;TEC-AC-10004652;Tecnologia;2;69,336
VF-21715;Home Office;National Capital;Philippines;FUR-FU-10004074;Moveis;5;93,7125
RB-19705;Home Office;Ho Chí Minh City;Vietnam;OFF-PA-10001850;Suprimentos;2;44,1228
PH-18790;Home Office;Florida;United States;FUR-FU-10001756;Moveis;3;45,696
SF-20200;Consumidor;Indiana;United States;OFF-AP-10002222;Suprimentos;7;60,69
Dp-13240;Home Office;New Jersey;United States;OFF-EN-10003040;Suprimentos;2;52,34
TB-21355;Corporativo;Georgia;United States;TEC-PH-10002350;Tecnologia;2;55,98
PF-19120;Consumidor;New York;United States;OFF-ST-10003058;Suprimentos;4;94,6
RD-19720;Consumidor;California;United States;OFF-PA-10004569;Suprimentos;3;22,83
GM-14500;Consumidor;California;United States;FUR-FU-10001617;Moveis;4;41,6
PM-9135;Home Office;Arusha;Tanzania;OFF-NOV-10000787;Suprimentos;4;38,76
MM-8055;Consumidor;Yazd;Iran;OFF-ACC-10002849;Suprimentos;1;29,58
DP-3390;Home Office;Kigali;Rwanda;OFF-KLE-10002340;Suprimentos;2;96,78
DK-13375;Consumidor;Santo Domingo;Dominican Republic;OFF-SU-10003991;Suprimentos;2;50,176
AG-10390;Consumidor;Martinique;Martinique;OFF-FA-10000540;Suprimentos;8;44
HD-14785;Home Office;Saint Catherine;Jamaica;FUR-CH-10002291;Moveis;4;126,4
MO-17500;Consumidor;Madrid;Spain;TEC-MA-10000753;Tecnologia;2;467,586
LE-16810;Consumidor;Madrid;Spain;OFF-AR-10001216;Suprimentos;3;87,84
DA-13450;Home Office;Limousin;France;OFF-ST-10002399;Suprimentos;3;62,775
AP-10915;Consumidor;Veneto;Italy;TEC-PH-10002907;Tecnologia;2;95,796
JB-15400;Corporativo;Sindh;Pakistan;OFF-ST-10001743;Suprimentos;8;89,16
DB-13360;Home Office;Jawa Barat;Indonesia;OFF-PA-10003418;Suprimentos;6;54,2826
MC-17605;Corporativo;Sumatera Utara;Indonesia;FUR-CH-10000187;Moveis;2;81,0738
JF-15190;Consumidor;Dhaka;Bangladesh;FUR-FU-10003447;Moveis;3;75,78
BD-11770;Consumidor;Inner Mongolia;China;OFF-FA-10002011;Suprimentos;9;134,19
EP-13915;Consumidor;Michigan;United States;TEC-AC-10002926;Tecnologia;2;99,98
JD-16150;Corporativo;California;United States;FUR-FU-10000747;Moveis;2;91,96
DK-13225;Corporativo;California;United States;OFF-AP-10003842;Suprimentos;5;154,9
CL-12565;Consumidor;California;United States;OFF-PA-10000595;Suprimentos;3;68,52
SC-20380;Consumidor;Connecticut;United States;OFF-BI-10002353;Suprimentos;2;30,88
DL-12925;Consumidor;Lima (city);Peru;OFF-EN-10000025;Suprimentos;4;73,968
ER-13855;Corporativo;São Paulo;Brazil;OFF-FA-10000401;Suprimentos;5;44,6
EH-13945;Consumidor;Yucatán;Mexico;OFF-EN-10002674;Suprimentos;3;94,86
CA-11965;Corporativo;Saxony;Germany;FUR-FU-10000905;Moveis;2;97,56
JH-16180;Consumidor;Brittany;France;OFF-AR-10001672;Suprimentos;2;97,74
BE-11335;Home Office;Berlin;Germany;OFF-BI-10000179;Suprimentos;2;50,382
AG-10495;Corporativo;Emilia-Romagna;Italy;OFF-BI-10003917;Suprimentos;5;141,75
AG-10390;Consumidor;Ile-de-France;France;OFF-AR-10000502;Suprimentos;3;57,6
CW-11905;Home Office;England;United Kingdom;OFF-EN-10003615;Suprimentos;4;184,896
DK-13090;Consumidor;Jawa Tengah;Indonesia;OFF-AR-10000027;Suprimentos;3;61,1667
CP-12340;Corporativo;Punjab;Pakistan;FUR-FU-10002525;Moveis;3;102,168
JK-15325;Corporativo;Western Australia;Australia;OFF-PA-10000127;Suprimentos;4;65,232
DK-13225;Corporativo;Punjab;Pakistan;OFF-FA-10001026;Suprimentos;5;33,75
TR-21325;Consumidor;National Capital;Philippines;OFF-AR-10004486;Suprimentos;2;55,572
AD-10180;Home Office;Auckland;New Zealand;FUR-BO-10000807;Moveis;4;473,04
KL-16645;Consumidor;Nelson;New Zealand;FUR-FU-10000955;Moveis;6;94,932
JH-15910;Consumidor;California;United States;OFF-ST-10001328;Suprimentos;6;93,06
Dp-13240;Home Office;Minnesota;United States;OFF-LA-10002312;Suprimentos;3;44,4
BO-1350;Corporativo;Eastern Cape;South Africa;OFF-BOS-10002705;Suprimentos;6;120,78
DO-3435;Consumidor;'Amman;Jordan;TEC-HEW-10001558;Tecnologia;1;142,47
CM-11830;Corporativo;Managua;Nicaragua;OFF-FA-10002100;Suprimentos;5;46,2
DL-13330;Consumidor;Santiago;Chile;OFF-PA-10000540;Suprimentos;6;130,56
CD-11920;Consumidor;Puebla;Mexico;OFF-ST-10000442;Suprimentos;3;46,08
SC-20095;Consumidor;England;United Kingdom;OFF-AR-10001216;Suprimentos;1;29,28
GZ-14545;Corporativo;North Rhine-Westphalia;Germany;OFF-AR-10000124;Suprimentos;3;53,55
RB-19795;Home Office;England;United Kingdom;OFF-SU-10001337;Suprimentos;2;74,28
TW-21025;Home Office;England;United Kingdom;OFF-AR-10002037;Suprimentos;2;91,38
BE-11335;Home Office;Apulia;Italy;FUR-FU-10003664;Moveis;3;325,8
DJ-13630;Consumidor;Singapore;Singapore;OFF-SU-10000997;Suprimentos;5;246,3
TS-21430;Corporativo;Kalimantan Timur;Indonesia;TEC-AC-10003407;Tecnologia;6;82,6164
ML-17755;Home Office;Dhaka;Bangladesh;OFF-BI-10004369;Suprimentos;8;58,8
DB-13270;Home Office;Hong Kong;Hong Kong;TEC-PH-10001640;Tecnologia;1;73,05
AH-10690;Corporativo;New York;United States;OFF-PA-10000474;Suprimentos;2;70,88
MA-17560;Home Office;Michigan;United States;OFF-EN-10002500;Suprimentos;3;38,34
SS-10590;Consumidor;Hrodna;Belarus;OFF-STO-10004363;Suprimentos;2;27,24
AJ-960;Consumidor;Grand Casablanca;Morocco;OFF-FEL-10003848;Suprimentos;1;57,87
SS-20515;Home Office;Central;Paraguay;OFF-BI-10001275;Suprimentos;11;49,06
FO-14305;Consumidor;México;Mexico;OFF-AR-10000314;Suprimentos;3;40,38
EB-13975;Corporativo;São Paulo;Brazil;OFF-BI-10003653;Suprimentos;3;58,74
PO-19180;Home Office;São Paulo;Brazil;OFF-SU-10003719;Suprimentos;5;76,7
JK-15370;Consumidor;La Libertad;El Salvador;TEC-CO-10002998;Tecnologia;2;165,54824
VG-21805;Corporativo;Managua;Nicaragua;OFF-AR-10004772;Suprimentos;3;40,26
CC-12100;Home Office;Francisco Morazán;Honduras;OFF-PA-10003517;Suprimentos;6;68,4
AR-10570;Consumidor;Santa Catarina;Brazil;OFF-EN-10002490;Suprimentos;7;112,14
BT-11530;Home Office;Puebla;Mexico;OFF-PA-10000677;Suprimentos;6;67,8
GA-14725;Consumidor;Midi-Pyrénées;France;OFF-AR-10000467;Suprimentos;3;73,53
MH-17620;Corporativo;Castile and León;Spain;OFF-AR-10003113;Suprimentos;4;47,76
DM-13525;Corporativo;South Dublin;Ireland;OFF-PA-10003937;Suprimentos;4;33,72
LH-17155;Consumidor;Western Australia;Australia;OFF-PA-10001006;Suprimentos;5;92,205
KH-16510;Consumidor;Dhaka;Bangladesh;OFF-ST-10003810;Suprimentos;5;82,65
SC-20050;Home Office;Baluchistan;Pakistan;OFF-BI-10002632;Suprimentos;2;51,45
GZ-14545;Corporativo;Bangkok;Thailand;OFF-SU-10002715;Suprimentos;2;44,1702
GW-14605;Consumidor;Washington;United States;TEC-AC-10003027;Tecnologia;3;90,57
LW-17215;Consumidor;California;United States;OFF-AR-10001221;Suprimentos;7;41,86
CA-12310;Corporativo;Connecticut;United States;FUR-TA-10004152;Moveis;1;70,56
NM-18445;Home Office;Kansas;United States;OFF-AR-10002445;Suprimentos;3;21,24
SA-20830;Consumidor;California;United States;FUR-FU-10001185;Moveis;1;30,93
MA-17560;Home Office;Massachusetts;United States;OFF-PA-10001019;Suprimentos;3;59,94
MJ-17740;Consumidor;Pennsylvania;United States;TEC-PH-10001924;Tecnologia;2;83,988
RF-9345;Corporativo;Ar Riyad;Saudi Arabia;TEC-SAN-10001738;Tecnologia;1;39,81
JL-5130;Consumidor;Ar Riyad;Saudi Arabia;OFF-CAM-10002159;Suprimentos;2;61,08
DW-3195;Corporativo;Kinshasa;Democratic Republic of the Congo;OFF-BIN-10000327;Suprimentos;2;54,54
CM-2655;Home Office;Kampala;Uganda;FUR-SAU-10002540;Moveis;2;87,768
RP-19390;Consumidor;Mendoza;Argentina;TEC-AC-10004043;Tecnologia;4;74,736
PF-19120;Consumidor;Bolivar;Venezuela;OFF-EN-10000215;Suprimentos;3;58,608
BC-11125;Home Office;Francisco Morazán;Honduras;FUR-CH-10004054;Moveis;5;265,74
VM-21685;Home Office;San Luis Potosí;Mexico;FUR-FU-10000776;Moveis;3;51,084
BP-11230;Consumidor;Goiás;Brazil;TEC-AC-10000263;Tecnologia;2;54,56
RK-19300;Consumidor;Espírito Santo;Brazil;TEC-AC-10000151;Tecnologia;3;74,7
EM-14095;Corporativo;North Rhine-Westphalia;Germany;OFF-AR-10000711;Suprimentos;4;58,2
NF-18385;Consumidor;Jiangxi;China;OFF-ST-10003810;Suprimentos;7;115,71
SM-20320;Home Office;Pennsylvania;United States;OFF-PA-10003625;Suprimentos;2;49,568
AR-540;Consumidor;Van;Turkey;TEC-STA-10003081;Tecnologia;2;58,344
BS-1365;Corporativo;Balti;Moldova;OFF-ACC-10003636;Suprimentos;1;52,59
TH-11100;Consumidor;Moscow;Russia;OFF-ENE-10002470;Suprimentos;2;102,48
EC-4050;Consumidor;Al Madinah;Saudi Arabia;OFF-TEN-10000360;Suprimentos;2;44,58
BS-11665;Consumidor;Managua;Nicaragua;OFF-BI-10002517;Suprimentos;4;42,24
MH-17620;Corporativo;México;Mexico;OFF-ST-10004432;Suprimentos;7;123,2
PB-19150;Consumidor;Cortés;Honduras;OFF-ST-10001598;Suprimentos;8;62,976
RB-19645;Corporativo;San Salvador;El Salvador;FUR-FU-10003886;Moveis;2;69,12
JW-15220;Corporativo;Nord-Pas-de-Calais;France;OFF-AR-10003377;Suprimentos;4;120,84
DL-13315;Consumidor;North Rhine-Westphalia;Germany;OFF-LA-10001169;Suprimentos;14;94,5
RB-19570;Consumidor;Dublin;Ireland;OFF-ST-10001025;Suprimentos;3;81,36
EH-14125;Home Office;Saxony-Anhalt;Germany;FUR-FU-10002655;Moveis;2;87,9
CS-11950;Consumidor;Baden-Württemberg;Germany;OFF-BI-10003277;Suprimentos;2;30,3
SP-20920;Consumidor;Jilin;China;OFF-BI-10003588;Suprimentos;3;46,44
MS-17830;Consumidor;California;United States;FUR-FU-10002759;Moveis;4;79,92
FA-14230;Corporativo;Colorado;United States;TEC-PH-10004531;Tecnologia;5;87,96
CA-12775;Consumidor;Michigan;United States;OFF-BI-10004965;Suprimentos;2;23
HJ-14875;Home Office;Michigan;United States;OFF-ST-10000344;Suprimentos;4;53,72
RD-19585;Consumidor;New York;United States;TEC-AC-10000736;Tecnologia;1;79,99
PB-9210;Corporativo;Arkhangel'sk;Russia;OFF-STA-10003756;Suprimentos;1;44,43
KB-6315;Consumidor;Kasai-Oriental;Democratic Republic of the Congo;OFF-FEL-10004974;Suprimentos;1;26,88
DB-2970;Corporativo;Est;Cameroon;OFF-GLO-10000014;Suprimentos;1;30,93
EH-4125;Home Office;Gauteng;South Africa;TEC-SAN-10000060;Tecnologia;1;38,31
DG-13300;Corporativo;Santiago de Cuba;Cuba;OFF-PA-10003224;Suprimentos;7;123,9
BG-11695;Corporativo;Sinaloa;Mexico;OFF-AR-10000974;Suprimentos;7;52,78
BF-11080;Consumidor;Parana;Brazil;FUR-FU-10000490;Moveis;5;79,4
KW-16570;Consumidor;Schleswig-Holstein;Germany;OFF-SU-10002357;Suprimentos;5;207,15
